Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Sketch,The Hague,Other,80,,10/11/2022 0:00,https://www.linkedin.com/posts/sketchbv_its-with-heavy-hearts-that-we-share-some-activity-6985543891869429760-s8Az/,20,Series A,10/11/2022 15:12,Netherlands,https://docs.google.com/spreadsheets/d/1qO1fXpOpStTMpr9m1I6k7-7XegeZZUqHzNPQ0W6TMx8/edit#gid=457261764
Udacity,SF Bay Area,Education,55,0.13,10/11/2022 0:00,https://www.udacity.com/blog/2022/10/a-note-from-sebastian.html,235,Unknown,10/11/2022 15:14,United States,Unknown
Linkfire,Copenhagen,Marketing,35,0.35,10/11/2022 0:00,https://view.news.eu.nasdaq.com/view?id=bc7bad5005a84b17bcf95ce24675c058c&lang=en,2,Seed,10/26/2022 15:14,Denmark,Unknown
Emitwise,London,Energy,,,10/11/2022 0:00,https://www.businessinsider.com/london-based-carbon-accounting-startup-emitwise-cuts-jobs-2022-10,16,Series A,10/13/2022 2:08,United Kingdom,Unknown
GSR,Hong Kong,Crypto,,,10/11/2022 0:00,https://www.coindesk.com/business/2022/10/11/market-maker-gsr-cuts-staff-amid-crypto-winter/,,Unknown,10/12/2022 3:41,Hong Kong,Unknown
VanHack,Vancouver,HR,,,10/11/2022 0:00,https://www.linkedin.com/posts/ilyabrotzky_today-was-a-really-tough-day-at-vanhack-activity-6985704824071753730-zpcX/,,Seed,10/14/2022 0:18,United States,https://docs.google.com/spreadsheets/d/1n4-D_GfUGZWsbxZbFpapmoQ6W7WmZhf4F07qmA9hx5Y/htmlview
HelloFresh,SF Bay Area,Food,611,,10/10/2022 0:00,https://www.businessinsider.com/meal-kit-maker-hellofresh-to-lay-off-600-closes-california-facility-2022-10,367,IPO,10/16/2022 1:26,United States,Unknown
Momentive,SF Bay Area,Marketing,180,0.11,10/10/2022 0:00,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739936/000095017022019536/mntv-20221010.htm,1100,IPO,10/13/2022 15:47,United States,https://docs.google.com/spreadsheets/d/1bb8_Y159F9XJVwB7iUOSaMO4tyvVPx7b/edit#gid=978594496
Pavilion Data,SF Bay Area,Infrastructure,96,0.96,10/10/2022 0:00,https://blocksandfiles.com/2022/10/10/pavilion-data-crashes-last-nvme-over-fabrics-array-startup-has-died/,103,Series D,10/25/2022 15:17,United States,Unknown
Redesign Health,New York City,Healthcare,67,0.2,10/10/2022 0:00,https://www.fastcompany.com/90794350/scoop-redesign-health-lays-off-67-employees-a-month-after-raising-65-million,315,Series C,10/10/2022 22:51,United States,Unknown
Nyriad,Austin,Infrastructure,,0.33,10/10/2022 0:00,https://blocksandfiles.com/2022/10/13/another-one-is-biting-dust-as-nyriad-undergoes-major-layoffs/,58,Unknown,10/25/2022 15:18,United States,Unknown
BioMarin,SF Bay Area,Healthcare,120,0.04,10/7/2022 0:00,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,585,IPO,11/19/2022 23:58,United States,Unknown
Rev.com,Austin,Data,85,,10/7/2022 0:00,https://www.statesman.com/story/business/technology/2022/10/11/austin-based-rev-com-will-lay-off-85-to-cut-costs/69553800007/,30,Series D,10/12/2022 3:38,United States,Unknown
Crypto.com,Singapore,Crypto,2000,0.3,10/6/2022 0:00,https://www.techinasia.com/cryptocom-lays-2000-employees-dials-marketing-efforts,156,Unknown,10/7/2022 23:31,Singapore,Unknown
Peloton,New York City,Fitness,500,0.12,10/6/2022 0:00,https://www.wsj.com/articles/peloton-to-cut-another-500-jobs-in-last-bid-for-turnaround-11665011471,1900,IPO,10/6/2022 15:44,United States,Unknown
Landing,Birmingham,Real Estate,110,,10/6/2022 0:00,https://www.al.com/news/birmingham/2022/10/landing-laying-off-70-jobs-in-birmingham-but-still-committed-to-growing-in-alabama.html,347,Series C,10/7/2022 2:12,United States,Unknown
Turnitin,SF Bay Area,Education,51,0.05,10/6/2022 0:00,Internal memo,,Acquired,10/8/2022 3:37,United States,Unknown
Impossible Foods,SF Bay Area,Food,50,0.06,10/6/2022 0:00,https://www.sfgate.com/local/article/impossible-foods-more-layoffs-17494557.php,1900,Series H,10/7/2022 23:27,United States,Unknown
Atome,Singapore,Finance,,,10/6/2022 0:00,https://www.techinasia.com/atome-cuts-staff-indonesias-bnpl-p2p-divisions,645,Unknown,11/27/2022 23:42,Singapore,Unknown
First AML,Auckland,Finance,,,10/6/2022 0:00,https://www.stuff.co.nz/business/130086557/bloodbath-awardwinning-tech-startup-firstaml-makes-sudden-restructure-announcement,29,Series B,10/7/2022 2:10,New Zealand,Unknown
Foresight Insurance,SF Bay Area,Finance,,0.4,10/6/2022 0:00,https://news.ambest.com/newscontent.aspx?refnum=244982&altsrc=176,58,Series B,12/1/2022 6:19,United States,Unknown
Spotify,Stockholm,Media,,,10/6/2022 0:00,https://techcrunch.com/2022/10/06/spotify-cancels-11-original-podcasts-lays-off-under-5-of-staff/,2100,IPO,10/7/2022 2:18,Sweden,Unknown
Built In,Chicago,Recruiting,50,0.25,10/5/2022 0:00,https://www.chicagobusiness.com/technology/built-lays-quarter-its-staff,29,Series C,10/5/2022 15:53,United States,https://docs.google.com/spreadsheets/d/1P2a3aI5xG_qTIrqF5Ci9o_PQsF2r-Sp80tPzE_lt1Wg/edit
TwinStrand,Seattle,Healthcare,,0.5,10/5/2022 0:00,https://www.genomeweb.com/business-news/twinstrand-biosciences-lays-nearly-50-percent-workforce#.Yz-KSOzMK8A,73,Series B,10/7/2022 2:09,United States,Unknown
8x8,SF Bay Area,Support,200,0.09,10/4/2022 0:00,https://www.channelfutures.com/business-models/8x8-lays-off-workers-cites-operational-efficiency,253,IPO,1/18/2023 23:20,United States,Unknown
Homie,Salt Lake City,Real Estate,40,0.13,10/4/2022 0:00,https://therealdeal.com/2022/10/05/homie-ceo-departs-as-startup-lays-off-more-employees/,35,Series B,10/6/2022 4:46,United States,Unknown
Fivetran,SF Bay Area,Data,,0.05,10/4/2022 0:00,Internal memo,,Series D,10/5/2022 3:04,United States,Unknown
Xendit,Jakarta,Finance,,0.05,10/4/2022 0:00,https://www.techinasia.com/xendit-lay-off-indonesia-philippines,534,Series D,10/5/2022 15:51,Indonesia,Unknown
Zoomo,Sydney,Transportation,,0.16,10/4/2022 0:00,https://www.ridezoomo.com/blog/building-a-more-resilient-business-for-2023,105,Series B,10/5/2022 3:02,Australia,Unknown
ActiveCampaign,Chicago,Marketing,,0.15,10/3/2022 0:00,LinkedIn,360,Series C,10/7/2022 18:46,United States,Unknown
Tempo,SF Bay Area,Fitness,,,10/3/2022 0:00,Internal memo,298,Series C,10/8/2022 3:35,United States,https://docs.google.com/spreadsheets/d/1Yw7WKuJ7aN0SSPKjlvPP5SpnEeq54ZxukPNOjSxydqE/edit
WazirX,Mumbai,Crypto,60,0.4,10/2/2022 0:00,https://economictimes.indiatimes.com/tech/technology/indian-crypto-exchange-wazirx-fires-40-of-staff-report/articleshow/94603700.cms,,Acquired,10/2/2022 21:04,India,https://drive.google.com/drive/folders/1QtEHVScWtTQgMAn_jTRmcESzxZLhu5zp
Spin,SF Bay Area,Transportation,78,0.1,9/30/2022 0:00,https://techcrunch.com/2022/10/03/tier-mobility-owned-spin-lays-off-about-10-of-workforce-exits-two-markets/,8,Acquired,10/3/2022 20:21,United States,Unknown
Carsome,Kuala Lumpur,Transportation,,0.1,9/30/2022 0:00,https://www.techinasia.com/carsome-lay-10-staff-execs-forgo-salaries,607,Series E,9/30/2022 23:45,Malaysia,Unknown
Pastel,SF Bay Area,Food,,1,9/30/2022 0:00,https://purplelist.discoverpastel.com/pausing-service-future-plans/,,Unknown,10/8/2022 3:40,United States,https://docs.google.com/spreadsheets/d/1-V7ztfcfUId-ppjfqSX-3Gs0FRyNfL0ya0g98UMHKZM/edit
Truepill,SF Bay Area,Healthcare,,,9/30/2022 0:00,https://techcrunch.com/2022/09/29/truepill-a-digital-health-unicorn-conducts-fourth-round-of-layoffs-in-2022/,255,Series D,9/30/2022 20:20,United States,Unknown
Westwing,Munich,Retail,125,,9/29/2022 0:00,Internal memo,237,IPO,10/4/2022 2:54,Germany,Unknown
Mux,SF Bay Area,Infrastructure,40,0.2,9/29/2022 0:00,Internal memo,173,Series D,10/2/2022 21:02,United States,https://docs.google.com/spreadsheets/d/1OmRfl4C7Xc09v8YiCDg4by5CDHSzdIyfCljpikYAbpY/edit#gid=0
Solarisbank,Berlin,Finance,,0.1,9/29/2022 0:00,https://www.businessinsider.de/gruenderszene/fintech/solarisbank-entlassungen-a/,385,Unknown,9/30/2022 23:42,Germany,Unknown
Zenjob,Berlin,HR,,,9/29/2022 0:00,https://www.linkedin.com/posts/zenjob_to-our-network-we-want-to-actively-support-activity-6981580028253773824-JBZM/,107,Series D,9/30/2022 23:49,Germany,https://docs.google.com/spreadsheets/d/1_gfpDKkGXxqXu-iPaK-xJZh9PHxs_KoDkMxPMAjMJ2s/edit#gid=0
DocuSign,SF Bay Area,Sales,671,0.09,9/28/2022 0:00,https://www.sfgate.com/news/article/san-francisco-tech-company-docusign-layoffs-17473918.php,536,IPO,9/28/2022 14:59,United States,https://docs.google.com/spreadsheets/d/1hXzJf9oL_seyBmKDRr9BqcqXNPYpABd4wtMcqKYZRnM/edit#gid=0https://docs.google.com/spreadsheets/d/e/2PACX-1vQjzcAZi62Q1fg9kA1kgIcdPkGqB15t2vNEuiPbH2TNP3GSvdtAbUu9Q1hS1q6FUjQQ33WnL7x_1W3q/pubhtml
Front,SF Bay Area,Support,,,9/28/2022 0:00,Internal memo,203,Series D,11/12/2022 4:18,United States,Unknown
Volta,SF Bay Area,Transportation,,0.1,9/28/2022 0:00,https://investors.voltacharging.com/news/news-details/2022/Volta-Realigns-Organization-to-Reduce-Costs-and-Drive-Strategic-Priorities/default.aspx,575,IPO,10/3/2022 20:24,United States,Unknown
Divvy Homes,SF Bay Area,Real Estate,40,0.12,9/27/2022 0:00,https://www.theinformation.com/articles/andreessen-backed-divvy-homes-lays-off-12-of-staff-as-rates-rise,180,Series B,9/28/2022 3:00,United States,Unknown
Graphcore,Bristol,Data,,,9/27/2022 0:00,https://www.eenewseurope.com/en/ai-unicorn-graphcore-set-to-cut-jobs/,692,Unknown,11/23/2022 4:25,United Kingdom,Unknown
Instacart,SF Bay Area,Food,,,9/24/2022 0:00,https://www.theinformation.com/articles/instacart-cuts-staff-curbs-hiring-in-run-up-to-ipo,2900,Unknown,9/26/2022 15:44,United States,Unknown
Konfio,Mexico City,Finance,180,,9/23/2022 0:00,https://expansion.mx/economia/2022/09/23/konfio-unicornio-mexicano-prepara-un-despido-masivo,706,Series E,11/10/2022 1:05,United States,Unknown
Moss,Berlin,Finance,70,0.15,9/23/2022 0:00,https://financefwd.com/de/moss-entlassungen/,150,Series B,9/24/2022 21:38,Germany,Unknown
Foxtrot,Chicago,Food,26,0.035,9/23/2022 0:00,https://www.chicagobusiness.com/retail/foxtrot-lays-26-employees,166,Series C,9/24/2022 21:37,United States,Unknown
Truiloo,Vancouver,Security,24,0.05,9/23/2022 0:00,https://betakit.com/trulioo-to-cut-up-to-10-percent-of-staff-exit-small-business-market/,474,Series D,9/19/2022 16:04,Canada,Unknown
Pesto,SF Bay Area,Other,,1,9/23/2022 0:00,https://pesto.app/blog/discontinuing-pesto,6,Seed,9/24/2022 21:33,United States,Unknown
NYDIG,New York City,Crypto,110,0.33,9/22/2022 0:00,https://www.wsj.com/articles/crypto-broker-nydig-lays-off-one-third-of-staff-in-effort-to-narrow-focus-11665707545,1400,Private Equity,10/14/2022 15:15,United States,Unknown
Klarna,Stockholm,Finance,100,,9/22/2022 0:00,https://sifted.eu/articles/klarna-second-round-layoffs/,3700,Unknown,9/22/2022 15:14,Sweden,Unknown
Made.com,London,Retail,,0.35,9/22/2022 0:00,https://www.investing.com/news/stock-market-news/madecom-to-cut-jobs-explore-sale-as-economic-headwinds-weigh-on-performance-2897615,136,Series D,9/24/2022 21:40,United Kingdom,Unknown
Kitty Hawk,SF Bay Area,Aerospace,100,1,9/21/2022 0:00,https://www.sfgate.com/bayarea/article/Silicon-Valley-startup-lays-off-100-employees-17484239.php,1,Unknown,9/22/2022 15:06,United States,Unknown
Candidate Labs,SF Bay Area,HR,,,9/21/2022 0:00,Internal memo,5,Seed,10/4/2022 2:52,United States,Unknown
Compass,New York City,Real Estate,271,,9/20/2022 0:00,https://www.geekwire.com/2022/real-estate-giant-compass-lays-off-84-workers-in-washington-state-as-it-targets-tech-team-for-cuts/,1600,IPO,9/21/2022 4:05,United States,Unknown
Curative,Los Angeles,Healthcare,109,,9/20/2022 0:00,https://digitalhealth.modernhealthcare.com/finance/startup-curative-health-lays-109,8,Seed,9/21/2022 4:12,United States,Unknown
Ada,Toronto,Support,78,0.16,9/20/2022 0:00,https://www.linkedin.com/posts/mikemurchison_company-message-from-mike-ugcPost-6978042513135710209-CcNB/,190,Series C,9/21/2022 4:08,Canada,Unknown
99,Sao Paulo,Transportation,75,0.02,9/20/2022 0:00,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/na-onda-dos-layoffs-99-demite-mais-de-75-colaboradores,d2c6d7e70027cb925695c2e6a25956d16jo4jtuj.html",244,Acquired,9/21/2022 16:29,Brazil,Unknown
Ouster,SF Bay Area,Transportation,,0.1,9/20/2022 0:00,https://www.businesswire.com/news/home/20220920005531/en/Ouster-Streamlines-Cost-Structure-to-Bolster-Path-to-Profitability,282,IPO,9/24/2022 21:34,United States,Unknown
Zappos,Las Vegas,Retail,,0.04,9/20/2022 0:00,https://www.reviewjournal.com/business/zappos-trimming-staff-laying-off-portion-of-workforce-2643722/,62,Acquired,9/24/2022 21:30,United States,Unknown
Ola,Bengaluru,Transportation,200,,9/19/2022 0:00,https://inc42.com/buzz/ola-lays-off-200-software-engineers-amidst-massive-restructuring-plan/,5000,Series J,9/19/2022 23:24,India,Unknown
Vesalius Therapeutics,Boston,Healthcare,29,0.43,9/19/2022 0:00,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,75,Series B,9/21/2022 4:14,United States,Unknown
VideoAmp,Los Angeles,Marketing,,0.02,9/19/2022 0:00,https://videoamp.com/press/fagan-tapped-to-take-expanded-role/,456,Series F,9/21/2022 4:09,United States,Unknown
Shopee,Jakarta,Food,,,9/18/2022 0:00,https://www.techinasia.com/shopee-lays-hundreds-employees,,Unknown,9/19/2022 16:00,Indonesia,Unknown
Clear,Bengaluru,Finance,190,0.2,9/16/2022 0:00,https://inc42.com/buzz/stripe-sequoia-backed-clear-lays-off-around-190-employees/,140,Series C,9/17/2022 14:32,India,Unknown
TrueLayer,London,Finance,40,0.1,9/16/2022 0:00,https://www.altfi.com/article/9837_exclusive-truelayer-announces-job-cuts-of-up-to-10-of-staff,271,Series E,9/16/2022 14:52,United States,Unknown
LivePerson,New York City,Support,193,0.11,9/15/2022 0:00,Internal memo,42,IPO,9/16/2022 3:13,United States,Unknown
Acast,Stockholm,Media,70,0.15,9/15/2022 0:00,https://www.bloomberg.com/news/newsletters/2022-09-15/swedish-podcast-company-acast-lays-off-15-of-its-staff,126,IPO,9/15/2022 20:12,Sweden,Unknown
WorkRamp,SF Bay Area,HR,35,0.2,9/15/2022 0:00,Internal memo,67,Series C,9/21/2022 4:15,United States,Unknown
DayTwo,SF Bay Area,Healthcare,,,9/15/2022 0:00,https://www.calcalistech.com/ctechnews/article/by000gal11o,90,Series B,9/16/2022 3:07,United States,Unknown
NextRoll,SF Bay Area,Marketing,,0.07,9/15/2022 0:00,Internal memo,108,Unknown,9/21/2022 16:30,United States,Unknown
Twilio,SF Bay Area,Other,800,0.11,9/14/2022 0:00,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614,IPO,9/14/2022 14:47,United States,Unknown
Pitch,Berlin,Marketing,59,0.3,9/14/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6975741747565932544/,137,Series B,9/14/2022 14:50,Germany,https://docs.google.com/spreadsheets/d/1QWDx64BCB914ZgKu0lpiIi1VPWwuy0wuiOOkzbYg5kU/htmlview
Infarm,Berlin,Other,50,0.05,9/14/2022 0:00,https://www.businessinsider.de/gruenderszene/news/news-ticker-2022-09-infarm/,604,Series D,9/15/2022 3:39,Germany,Unknown
Netflix,SF Bay Area,Media,30,,9/14/2022 0:00,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,121900,IPO,9/16/2022 14:49,United States,Unknown
Bitrise,Budapest,Infrastructure,,0.14,9/14/2022 0:00,https://www.linkedin.com/posts/bitrise_a-message-from-bitrise-co-founder-and-ceo-activity-6975843544213204992-l5n9/,83,Series C,9/15/2022 3:41,Hungary,Unknown
Rubius,Boston,Healthcare,160,0.75,9/13/2022 0:00,https://www.fiercebiotech.com/biotech/rubius-makes-hard-pivot-after-reviewing-clinical-data-dumping-lead-assets-and-laying-75,445,IPO,11/17/2022 4:36,United States,Unknown
Checkout.com,London,Finance,100,0.05,9/13/2022 0:00,https://www.bloomberg.com/news/articles/2022-09-13/checkout-com-will-eliminate-about-5-of-employees-in-latest-cuts,1800,Series D,9/14/2022 3:25,United Kingdom,Unknown
Taboola,New York City,Marketing,100,0.06,9/13/2022 0:00,https://www.calcalistech.com/ctechnews/article/hybe11icxs,445,IPO,9/13/2022 23:33,United States,Unknown
Patreon,SF Bay Area,Media,80,0.17,9/13/2022 0:00,https://www.theinformation.com/briefings/patreon-lays-off-17-of-staff,413,Series F,9/13/2022 16:04,United States,https://docs.google.com/spreadsheets/d/1MNPzOs-5-zK1tqjMIjixVdGmtkVFa4CwCmIpyfBgpok/edit#gid=0
FullStory,Atlanta,Marketing,,0.12,9/13/2022 0:00,https://www.bizjournals.com/atlanta/inno/stories/news/2022/09/12/another-atlanta-unicorn-makes-layoffs.html,197,Unknown,9/9/2022 1:38,United States,https://docs.google.com/spreadsheets/d/1zpG2nSIHbWnNpXb8FL9qaX85N75lI28gAKBwiwkv5Bo/edit#gid=1156403460
Propzy,Ho Chi Minh City,Real Estate,,1,9/13/2022 0:00,https://www.dealstreetasia.com/stories/vietnams-proptech-startup-propzy-shuts-down-operations-307594,33,Series A,9/15/2022 3:58,Vietnam,Unknown
Quicko,Sao Paulo,Transportation,60,,9/12/2022 0:00,https://startups.com.br/noticias/apos-fechar-portas-no-brasil-maas-global-pivota-e-mira-parceiros-locais-diz-ceo/,28,Acquired,9/13/2022 23:35,Brazil,Unknown
Mode Analytics,SF Bay Area,Data,25,,9/12/2022 0:00,https://coda.io/@mykola-bilokonsky/mode-layoffs,81,Series D,9/22/2022 15:07,United States,https://coda.io/@mykola-bilokonsky/mode-layoffs
Compete,Tel Aviv,HR,11,0.28,9/12/2022 0:00,https://www.calcalistech.com/ctechnews/article/rkzqei2gi,17,Series A,9/13/2022 23:26,Israel,Unknown
Karbon,SF Bay Area,Other,,0.23,9/12/2022 0:00,https://www.linkedin.com/posts/stuartwmcleod_changes-to-the-karbon-team-activity-6975257833852342272-Hlbd/,91,Series B,9/15/2022 3:42,United States,Unknown
Rent the Runway,New York City,Retail,,0.24,9/12/2022 0:00,https://www.wsj.com/articles/rent-the-runway-to-reduce-workforce-as-more-customers-pause-their-subscriptions-11663025034,526,IPO,9/13/2022 4:12,United States,Unknown
Sama,SF Bay Area,Data,,,9/12/2022 0:00,https://www.sama.com/blog/sama-organizational-changes/,84,Series B,11/8/2022 21:58,United States,Unknown
SkipTheDishes,Winnipeg,Food,350,,9/9/2022 0:00,https://winnipeg.ctvnews.ca/skip-the-dishes-lays-off-winnipeg-workers-1.6063503,6,Acquired,9/11/2022 16:08,Canada,Unknown
Brighte,Sydney,Energy,58,,9/9/2022 0:00,https://brighte.com.au/media/accelerating-brightes-pathway-to-profitability,145,Series C,10/7/2022 2:07,Australia,Unknown
Patreon,SF Bay Area,Media,5,,9/9/2022 0:00,https://techcrunch.com/2022/09/09/patreon-security-layoffs/,413,Series F,9/9/2022 17:57,United States,Unknown
Amber Group,Hong Kong,Crypto,,0.1,9/9/2022 0:00,https://www.yahoo.com/now/crypto-trading-firm-amber-cut-193232181.html,328,Series B,9/11/2022 16:09,Hong Kong,Unknown
Capiter,Cairo,Finance,,,9/9/2022 0:00,https://techcrunch.com/2022/09/09/founders-of-well-funded-egyptian-b2b-startup-capiter-fired-following-fraud-allegations/,33,Series A,9/13/2022 4:10,Egypt,Unknown
CommonBond,New York City,Finance,,1,9/9/2022 0:00,https://www.linkedin.com/posts/daveklein_after-a-10-year-incredible-journey-it-is-activity-6974095155473657857-mf5b/,125,Series D,9/11/2022 3:27,United States,Unknown
DreamBox Learning,Seattle,Education,,,9/9/2022 0:00,https://www.geekwire.com/2022/dreambox-learning-hit-by-layoffs-but-promises-strategy-to-take-on-troubling-trends-in-education/,175,Acquired,9/9/2022 23:47,United States,Unknown
Flowhub,Denver,Retail,,0.15,9/9/2022 0:00,https://www.businessinsider.com/scoop-cannabis-tech-startup-flowhub-cuts-about-15-of-employees-2022-9,45,Unknown,9/10/2022 23:48,United States,Unknown
Lido Learning,Mumbai,Education,,1,9/9/2022 0:00,https://www.livemint.com/companies/news/edtech-firm-lido-learning-files-for-bankruptcy-11662631060105.html,20,Series C,9/10/2022 3:55,India,Unknown
GoStudent,Vienna,Education,200,,9/8/2022 0:00,https://brutkasten.com/gostudent-unicorn-baut-200-stellen-ab/,686,Series D,9/9/2022 23:46,Austria,Unknown
Pomelo Fashion,Bangkok,Retail,55,0.08,9/8/2022 0:00,https://www.bloomberg.com/news/articles/2022-09-08/fashion-e-commerce-startup-pomelo-cuts-jobs-after-market-slows,120,Unknown,9/10/2022 3:53,Thailand,Unknown
Genome Medical,SF Bay Area,Healthcare,23,,9/8/2022 0:00,https://www.bizjournals.com/sanfrancisco/news/2022/09/08/genetic-testing-genome-medical-invitae-job-cuts.html,120,Series C,9/9/2022 1:40,United States,Unknown
BigBear.ai,Baltimore,Data,,0.07,9/8/2022 0:00,https://www.bizjournals.com/baltimore/news/2022/09/08/columbia-bigbear-ai-layoff-staff-cash-flow-issues.html,200,IPO,9/9/2022 1:43,United States,Unknown
Realtor.com,SF Bay Area,Real Estate,,,9/8/2022 0:00,https://www.inman.com/2022/09/08/realtor-com-makes-layoffs-in-preparation-for-market-downturn/,,Acquired,9/10/2022 23:50,United States,Unknown
Simple Feast,Copenhagen,Food,150,1,9/7/2022 0:00,https://nyheder.tv2.dk/samfund/2022-09-07-firma-bag-plantebaserede-maltidskasser-er-gaet-konkurs,173,Unknown,9/13/2022 23:36,Denmark,Unknown
Foodpanda,Singapore,Food,60,,9/7/2022 0:00,https://www.straitstimes.com/singapore/food-delivery-firm-foodpanda-lays-off-staff-in-singapore-retrenchment-reportedly-affects-about-60,749,Acquired,9/5/2022 20:52,Romania,Unknown
Uber,Vilnius,Transportation,60,,9/7/2022 0:00,https://www.linkedin.com/posts/gergelyorosz_uber-lithuania-softwareengineering-activity-6973669838502187009-aK1z/,24700,IPO,9/9/2022 1:41,Lithuania,Unknown
Rupeek,Bengaluru,Finance,50,,9/7/2022 0:00,https://inc42.com/buzz/exclusive-after-laying-off-180-employees-rupeek-lays-off-50-more-employees/,172,Unknown,9/8/2022 3:28,India,Unknown
Intercom,SF Bay Area,Support,49,0.05,9/7/2022 0:00,https://www.businesspost.ie/tech/irish-tech-unicorn-intercom-to-cut-49-jobs-across-hr-marketing/,240,Series D,9/8/2022 3:48,United States,Unknown
Pendo,Raleigh,Product,45,0.05,9/7/2022 0:00,https://www.axios.com/local/raleigh/2022/09/09/raleigh-startup-pendo-layoffs,469,Series F,9/10/2022 3:50,United States,Unknown
Demandbase,SF Bay Area,Sales,27,0.03,9/7/2022 0:00,Internal memo,143,Series H,9/9/2022 1:47,United States,Unknown
Firebolt,Tel Aviv,Data,,,9/7/2022 0:00,https://www.calcalistech.com/ctechnews/article/symoqnigj,264,Series C,9/8/2022 3:30,Israel,Unknown
Medly,New York City,Healthcare,,0.5,9/7/2022 0:00,https://www.crainsnewyork.com/health-care/pharmacy-startup-medly-slash-nearly-half-its-workforce,100,Series C,9/8/2022 3:34,United States,Unknown
Xsight Labs,Tel Aviv,Other,,,9/7/2022 0:00,https://www.calcalistech.com/ctechnews/article/ryhv0mixj,100,Series D,9/8/2022 3:38,Israel,Unknown
Brave Care,Portland,Healthcare,40,0.33,9/6/2022 0:00,https://www.oregonlive.com/business/2022/09/portland-pediatrics-startup-brave-care-lays-off-a-third-of-staff-citing-covid-and-market-turmoil.html,42,Series B,9/8/2022 4:00,United States,Unknown
Lawgeex,Tel Aviv,Legal,30,0.33,9/6/2022 0:00,https://www.tech12.co.il/index-career/Article-daa4d2195231381027.htm?sCh=cf25c425b37bc710&pId=18758941771,41,Series C,9/6/2022 21:22,Israel,Unknown
Juniper Square,SF Bay Area,Real Estate,,0.14,9/6/2022 0:00,https://therealdeal.com/national/2022/09/06/proptech-firm-juniper-square-lays-off-14-of-staff/,108,Series C,9/6/2022 21:21,United States,Unknown
Medium,SF Bay Area,Media,,0.25,9/6/2022 0:00,https://www.linkedin.com/posts/lanewton22_recently-we-unfortunately-laid-off-about-activity-6973081729787961344-QTB-/,163,Unknown,9/8/2022 3:27,United States,https://docs.google.com/spreadsheets/d/10xS6rZRC3vO4ugg-DA5QhMlqSAX9m0xwyR_rfMThG4w/edit
Kuda,Lagos,Finance,23,0.05,9/2/2022 0:00,https://techcrunch.com/2022/09/02/nigerian-digital-bank-kuda-is-the-latest-african-startup-to-lay-off-employees/,91,Series B,9/5/2022 20:50,Nigeria,Unknown
Sea,Singapore,Consumer,,,9/2/2022 0:00,https://www.peoplematters.in/news/technology/singapores-sea-cuts-jobs-in-gaming-arm-in-second-round-of-layoffs-35132,8600,IPO,9/2/2022 23:24,Singapore,Unknown
2TM,Sao Paulo,Crypto,100,0.15,9/1/2022 0:00,https://finance.yahoo.com/news/second-round-layoffs-brazilian-crypto-212310521.html,250,Unknown,9/2/2022 23:24,Brazil,Unknown
Innovaccer,SF Bay Area,Healthcare,90,0.08,9/1/2022 0:00,https://inc42.com/buzz/exclusive-tiger-global-backed-healthtech-unicorn-innovaccer-lays-off-120-employees/,379,Series E,9/1/2022 23:07,United States,Unknown
Shopify,Ottawa,Retail,70,,9/1/2022 0:00,https://www.theinformation.com/briefings/shopify-makes-a-fresh-round-of-layoffs,122,IPO,9/1/2022 20:19,Canada,Unknown
Urban Sports Club,Berlin,Fitness,55,0.15,9/1/2022 0:00,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,95,Unknown,9/1/2022 17:10,Germany,Unknown
Hedvig,Stockholm,Finance,12,,9/1/2022 0:00,https://www.mynewsdesk.com/se/hedvig-ab/news/hedvig-minskar-personalstyrkan-foer-att-naa-loensamhet-snabbare-12-heltidstjaenster-beroers-453177,67,Series B,9/1/2022 17:09,Sweden,Unknown
Snap,Los Angeles,Consumer,1280,0.2,8/31/2022 0:00,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900,IPO,8/30/2022 20:55,United States,https://docs.google.com/spreadsheets/u/0/d/1vTAidZS9lxoQ9SZfsYFRdwHZyEnIKU5g5Bq99A_8Nyk/htmlview
GoodRx,Los Angeles,Healthcare,140,0.16,8/31/2022 0:00,https://seekingalpha.com/news/3879125-goodrx-laying-off-140-employees-16-of-workforce,910,IPO,9/1/2022 1:24,United States,Unknown
Smava,Berlin,Finance,100,0.1,8/31/2022 0:00,https://finanz-szene.de/fintech/smava-vergleichsportal-entlassungen/,188,Unknown,9/1/2022 1:25,Germany,Unknown
